propId, label, description, count,type
P238,IATA airport code,"three-letter code for designating airports (for airlines, see P229)",6915,string
P494,ICD-10,ICD catalogue codes for diseases - Version 10,6832,string
P906,SELIBR,Libris library catalog ID number,6744,string
P998,dmoz,Open Directory Project,6740,string
P1296,Gran Enciclopèdia Catalana ID,Gran Enciclopèdia Catalana identifier,6736,string
P220,ISO 639-3 code,identifier for a language defined in ISO 639-3,6659,string
P782,LAU,"local administrative unit, renamed from NUTS 4 and NUTS 5",6628,string
P1146,IAAF ID,identifier for athletes in International Association of Athletics Federations (IAAF) database and website,6562,string
P949,NLI (Israel) identifier,authority control identifier used at the National Library of Israel,6522,string
P492,OMIM ID,"Online Mendelian Inheritance in Man"" catalogue codes for diseases""",5563,string
P630,Paris city digital code,digital identifier for streets in Paris,5474,string
P865,BMLO,Bayerisches Musiker-Lexikon Online (Q47191),5373,string
P247,COSPAR ID,"international satellite designation , administered by the UN Committee on Space Research (COSPAR) and the US National Space Science Data Center (NSSDC)",5306,string
P377,SCN,"Satellite Catalog Number, 5-digit-number including leading zeros (e.g. '00266')",5302,string
P959,MSW species identifier,Mammal Species of the World: a database that claims to provide an authoritative and comprehensive list of names of mammals (but the ICZN does not agree),5256,string
P1184,handle,"Handle System identifier, which is a superset of the DOI",5184,string
P549,Mathematics Genealogy Project identifier,identifier for mathematicians and computer scientists at the Mathematics Genealogy Project,5180,string
P1140,EHAK id,Estonian Administrative and Settlement Classification,4905,string
P300,ISO 3166-2,identifier for a country subdivision per ISO 3166-2 (include country code),4861,string
P592,ChEMBL ID,chemical database of bioactive molecules with drug-like properties,4813,string
P722,UIC station code,"UIC ids are used by railway operators to refer to railway stations in Europe, CIS-countries, China, Mongolia, north Africa and Middle-east.",4799,string
P1748,NCI Thesaurus ID,"ID in United States National Cancer Institute Thesaurus, vocabulary for clinical care, translational and basic research, etc",4770,string
P1644,EgliseInfo ID,,4727,string
P950,BNE identifier,authority file of the Biblioteca Nacional de España,4672,string
P1263,NNDB people ID,"ID in the Notable Names Database, a biographical database: only for people entries",4593,string
P1695,NLP identifier,authority control number per the National Library of Poland,4486,string
P1802,EMLO person identifier,identifier in the Early Modern Letters Online project run by the Bodleian Library,4249,string
P901,FIPS 10-4 (countries and regions),identifier for countries and regions per former Federal Information Processing Standard FIPS 10-4,4201,string
P1430,OpenPlaques identifier,Identifier for a person in the OpenPlaques database - http://openplaques.org/,4103,string
P637,RefSeq Protein ID,protein Identifier,4091,string
P396,SBN identifier,control number issued by National Library Service (SBN) of Italy,4079,string
P966,MusicBrainz label ID,label identifier in the MusicBrainz open music encyclopedia,4019,string
P590,GNIS ID,"official identification code for geographic objects in the US. For Antarctica, use Property:P804",3906,string
P1265,AlloCiné movie ID,,3846,string
P599,ITF ID,ITF tennis player identifier,3824,string
P486,MeSH ID,"unique ID for diseases, in the MeSH descriptor database",3780,string
P713,Nickel-Strunz 10th (pending) edition,mineral classification Nickel-Strunz version 10 (mindat.org),3665,string
P858,ESPN SCRUM ID,"identifier for any international rugby union player, from the site www.espnscrum.com",3646,string
P1391,Index Fungorum ID,Identifier in Index Fungorum (see Q1860469),3634,string
P683,ChEBI ID,database and ontology of molecular entities focused on 'small' chemical compounds,3616,string
P1186,MEP directory identifier,"directory of all members of the European Parliament, unique identifiers of all past and present MEPs",3595,string
P665,KEGG ID,"databases dealing with genomes, enzymatic pathways, and biological chemicals",3549,string
P1819,genealogics.org personID,Identifier for a person at genealogics.org,3545,string
P480,FilmAffinity identifier,FilmAffinity identification number of a creative work,3406,string
P882,FIPS 6-4 (US counties),identifier for US counties per former Federal Information Processing Standard FIPS 6-4. Use two-digit state code followed by three digit county code,3296,string
P1741,GTAA id,"Thesaurus used in audiovisual archives (NISV, EYE)",3294,string
P1323,Terminologia Anatomica 98,Terminologia Anatomica (1998 edition) human anatomical terminology identifier,3288,string
P1615,CLARA-ID,Database about women visual artists,3270,string
P1233,ISFDB author ID,ID number of a person in the Internet Speculative Fiction Database,3268,string
P712,Nickel-Strunz 9th edition (updated 2009),"mineral classification Nickel-Strunz version 9 (updated 2009), a PDF format file",3266,string
P1422,Sandrart.net person ID,"identifier in the web-based edition of Joachim von Sandrart’s Teutscher Academie der Edlen Bau Bild- und Mahlerey-Künste"" (1675–80)""",3245,string
P939,KSH code,identifier for every municipality (town and commune) in Hungary issued by the Hungarian Central Statistical Office,3176,string
P711,Strunz 8th edition (series ID),"mineral classification 8th edition, series identifier, silicate classification modified by Athena",3101,string
P564,singles record,win/lose balance for a player in singles tournaments,3079,string
P555,doubles record,win/lose balance for a player in doubles tournaments,3077,string
P232,EINECS number,chemical compound identification number per EINECS,3064,string
P348,version,stable version of the software,3060,string
P484,"IMA Number, broad sense",mineral identifier per the International Mineralogical Association,3030,string
P1402,Foundational Model of Anatomy ID,unique identifier for human anatomical terminology,3015,string
P905,PORT identifier,the PORT-network identifier of film or television program,2886,string
P1440,Fide ID,ID on the FIDE database for chess players,2791,string
P557,DiseasesDB,identifier sourced on the Diseases Database,2791,string
P1599,Cambridge Alumni Database ID,ID in the Cambridge Alumni Database/Alumni Cantabrigienses (ACAD),2775,string
P1749,Parlement & Politiek ID,"entry of described object on Parlement & Politiek, website describing Dutch politic",2753,string
P1698,Gray's Anatomy 1918 subject,number of this article's respective entry in the 1918 edition of Gray's Anatomy,2737,string
P305,IETF language tag,language identification code per the Internet Engineering Task Force,2649,string
P677,ÚSOP code,"identifier in drusop.nature.cz, a national database of protected areas and trees",2611,string
P771,Swiss municipality code,id for municipalities in Switzerland,2604,string
P1459,Cadw Building ID,ID number for listed buildings in Wales,2589,string
P640,Léonore ID,ID of a person in the Léonore database,2559,string
P381,PCP reference number,identifier for cultural properties in Switzerland,2545,string
P981,BAG-code for Dutch towns,"BAG (woonplaatscode) for Dutch towns, see Q1852859",2505,string
P1612,Commons Institution page,"name of the institutions's page on Wikimedia Commons (without the prefix Institution"")""",2477,string
P809,WDPA id,identifier in World Database on Protected Areas,2441,string
P230,ICAO airline designator,"three letter code for identifying airlines (for airports, see P239)",2439,string
P223,galaxy morphological type,galaxy morphological classification code,2394,string
P964,Austrian municipality key,identifier for municipalities in Austria,2389,string
P673,eMedicine,online clinical medical knowledge base,2333,string
P432,callsign of airline,identifier used in radio transmissions to refer to the subject airline,2325,string
P1563,MacTutor id (biographies),id of the person's biography in the MacTutor History of Mathematics archive,2315,string
P1368,LNB identifier,National Library of Latvia code,2298,string
P347,Joconde ID,ID in the Joconde database of the French Ministry of Culture,2293,string
P775,Swedish urban area code,urban area code in Sweden,2229,string
P846,Global Biodiversity Information Facility ID,,2225,string
P1614,History of Parliament ID,identifier on the History of Parliament website,2172,string
P352,UniProt ID,protein identifier per the UniProt database.,2145,string
P758,Kulturminne identifier,Norwegian heritage property identification number of Riksantikvaren (the Directorate for Cultural Heritage),2118,string
P715,Drugbank ID,bioinformatics and cheminformatics database from the University of Alberta,2069,string
P229,IATA airline designator,"two-character code for identifying airlines (for airports, see P:238)",2052,string
P240,FAA airport code,three-letter or four-letter alphanumeric code identifying United States airports,2040,string
P429,dantai code,identifier for administrative division in 6-digit format assigned by the interior ministry of Japan,1965,string
P1804,Danish National Filmography ID,ID for films in the Danish National Filmography,1958,string
P1144,LCOC LCCN (bibliographic),Library of Congress ID for bibliographic records (for names use P244/LCNAF),1936,string
P536,ATP ID,ATP tennis male player identifier,1823,string
P1185,Rodovid ID,ID of the person on rodovid.org,1820,string
P433,issue,"issue of a newspaper, a scientific journal or magazine for reference purpose",1803,string
P1577,Gregory–Aland–Number,Identifier for Greek manuskripts of the New Testament,1776,string
P1795,Smithsonian American Art Museum: person/institution thesaurus id,"identifier for a person or institution, in the Smithsonian American Art Museum: person/institution thesaurus",1700,string
P597,WTA ID,WTA tennis female player identifier,1679,string
P1138,Kunstindeks Danmark,,1636,string
P1286,Munzinger Pop,ID on the Munzinger Archiv,1622,string
P1212,Atlas ID,ID in the Atlas database of the Louvre Museum,1590,string
P1483,kulturnoe-nasledie.ru identifier,russian cultural heritage register identifier,1539,string
P781,Sikart,"identifier in SIKART, a biographical dictionary and a database on visual art in Switzerland and Liechtenstein",1537,string
P296,station code,identification code assigned to the railway station,1509,string
P1375,NSK identifier,ID for the National and University Library in Zagreb,1453,string
P477,Canadian Register of Historic Places identifier,identifier in the Canadian Register of Historic Places,1452,string
P1587,Slovene Cultural Heritage Register ID,reference number of cultural monument of Slovenia,1441,string
P604,MedlinePlus ID,"health information from U.S. government agencies, and health-related organizations",1434,string
P487,Unicode character,Unicode character representing the item,1425,string
P1648,Dictionary of Welsh Biography ID,Identifier for the Dictionary of Welsh Biography,1355,string
P1438,Jewish Encyclopedia ID (Russian),ID on the Electronic Jewish Encyclopedia (Elektronnaja Evrejskaja Entsiklopedia),1350,string
P1285,Munzinger Sport,ID on the Munzinger Archiv,1331,string
P714,Dana 8th edition,mineral classification Dana 8th edition,1288,string
P657,RTECS number,chemical identifier from the Registry of Toxic Effects of Chemical Substances,1229,string
P742,pseudonym,alias used by someone or by which this person is universally known,1217,string
P757,World Heritage Site id,"site reference number as assigned by UNESCO. Use on one item per site, link parts with property has part"" (P527)""",1180,string
P1159,CODEN,CODEN bibliographic code,1166,string
P1685,Pokémon browser number,a Pokémon identification number,1010,string
P1362,Theaterlexikon der Schweiz,online edition ID of the Theater Dictionary of Switzerland,987,string
P458,IMO ship number,ship identifier per IMO,930,string
P1788,DVN identifier,"Identifier in the Dutch Digitaal Vrouwenlexicon van Nederland (Online Dictionary of Dutch Women), a biography portal of prominent women in Dutch history.",922,string
P798,military designation,officially assigned designation for a vehicle in military service,915,string
P454,Structurae ID (structure),"identifier for a building in the Structurae database (s"" or 'p' + 7 digits)""",858,string
P1710,Sächsische Biografie,biographical dictionary of people from Saxony,842,string
P1288,KLG Kritisches Lexikon der Gegenwartsliteratur,ID on the Munzinger Archiv,807,string
P1460,NIEA building ID,ID number for listed buildings in Northern Ireland,802,string
P1670,LAC identifier,Canadiana Authorities control Number per the Library and Archives Canada,802,string
P350,RKDimages,identification number per RKDimages of the Netherlands Institute for Art History,781,string
P1461,Patientplus ID,Identifier of disease at Patient UK,772,string
P539,Museofile,ID of a museum in the Museofile database of the French ministry of culture,759,string
P1287,KDG Komponisten der Gegenwart,ID on the Munzinger Archiv,744,string
P393,edition number,"number of edition (first, second,... as 1, 2 ...) for a book or event",713,string
P1248,KulturNav-id,"authority posts for people, places, events, etc. used by some  Nordic museums",694,string
P1115,ATVK ID,"identifier for each of the Latvian administrative units, i.e. municipality, parish, city under state jurisdiction and city under municipality jurisdiction. Based on the {{Q|15621843}}.",683,string
P1291,Association Authors of Switzerland ID,ID in a Swiss database of modern writers,680,string
P1307,Swiss parliament identifier,IDs for members of the Swiss Parliament since 1848,659,string
P1289,KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur,,653,string
P1282,OpenStreetMap tag or key,OpenStreetMap tagging schema (a Key:key or Tag:key=value) for classes of things,645,string
P1320,OpenCorporates ID,"identifier for a corporation, in the OpenCorporates database",632,string
P1330,MusicBrainz instrument ID,identifier for an instrument on the music encyclopedia MusicBrainz,630,string
P1439,Norsk filmografi ID,"ID from Norsk filmografi, published by the National Library of Norway",626,string
P879,pennant number,"the number or designation associated with individual warships, often painted on the hull.",607,string
P1567,NIS/INS code,,591,string
P424,Wikimedia language code,language code as used by Wikimedia projects,564,string
P1732,Naturbase ID,ID in the Naturbase database published by the Norwegian Environment Agency,553,string
P1245,OmegaWiki Defined Meaning,"Defined Meaning"" on the site OmegaWiki""",550,string
P1761,Watson & Dallwitz family ID,familyID in Watson & Dallwitz: The families of flowering plants,543,string
P1229,Openpolis ID,"page on Openpolis, a database of Italian politicians",538,string
P1309,EGAXA identifier,ID in Bibliotheca Alexandrina,526,string
P1556,zbMATH author ID,identifier of a person in the Zentralblatt MATH database,521,string
P628,E number,number for food additives that are legal in the European Union,511,string
P1631,China Vitae ID,Person's ID in the China Vitae database,504,string
P219,ISO 639-2 code,"3-letter technical or bibliographical identifier for a language or macrolanguage or family language, defined in ISO 639-2 standard",481,string
P558,unit symbol,symbol of a unit of measurement,460,string
P478,volume,"volume of a book in a collection/series, for reference",449,string
P561,NATO reporting name,official reporting name assigned by the ASCC for NATO use,441,string
P1195,file extension,"suffix to the file name, that indicates the file format (e.g. txt for a text file), don't use dot at start",437,string
P717,Minor Planet Center observatory code,observational data for minor planets (asteroids) and comets,437,string
P304,page,page number of source referenced for statement,426,string
P695,UN number,"four-digit numbers that identify hazardous substances, and articles (such as explosives, flammable liquids, toxic substances, etc.) in the framework of international transport",417,string
P1463,PRDL Author ID,identifier from Post-Reformation Digital Library,415,string
P1630,formatter URL,"URL-like string, such as http://viaf.org/viaf/$1/"" from which ""$1"" can be automatically replaced with the effective property value on items (use in statements on properties)""",410,string
P525,Swedish municipality code,"identifier for a municipality in Sweden kommunkod"" (four-digit)""",410,string
P271,CiNii author identifier,"CiNii (Scholarly and Academic Information Navigator) authority control number of authors (DA"" + 8 digits)""",409,string
P382,CBS municipality code,identifier for a Dutch municipality as defined by Statistics Netherlands (CBS),398,string
P1650,BBF identifier,"archive database of the German Research Library for the History of Education"" (personal data of the teachers of Prussia)""",391,string
P791,ISIL ID,International Standard Identifier for Libraries and Related Organizations,379,string
P1667,TGN identifier,Getty Thesaurus of Geographic Names ID,353,string
P563,ICD-O,International Classification of Diseases for Oncology,345,string
P861,premiershiprugby.com ID,unique identifier for each rugby union player who plays - or played - the English Premiership,343,string
P774,FIPS 55-3 (locations in the US),identifier for places in the United States per former Federal Information Processing Standard FIPS 55-3,342,string
P1133,DGO4 identifier,Direction générale opérationelle identifier (Wallonia),340,string
P1253,BCU Ecrivainsvd,identifier in the database of writers from the canton of Vaud,338,string
P1808,senat.fr ID,identifier on the website of the French senate,333,string
P633,Répertoire du patrimoine culturel du Québec identifier,Identification number in the directory of the cultural heritage of Quebec,330,string
P954,IBNR identifier,international station number for railway stations (Internationale Bahnhofsnummer),328,string
P1565,Enciclopedia de la Literatura en México ID,,322,string
P1214,Riksdagen person-id,id-number at data.riksdagen.se,311,string
P1371,ASI Monument ID,identifier assigned to monuments catalogued by the Archaeological Survey of India,304,string
P440,German district key,identifier for districts (Landkreise) and independent towns in Germany,303,string
P1800,Wikimedia database name,Wikimedia project database identifier,297,string
P911,South African municipality code,ID for municipalities in South Africa,278,string
P1712,Metacritic ID,indentifier for Metacritic,276,string
P474,country calling code,dialed on phone for a country after the international dialing prefix (precede value by +),273,string
P444,review score,review score received by a creative work,264,string
P529,runway,name (direction) of runway at airport/airfield/airstrip,256,string
P1769,denkXweb identifier,identifier in the  online database for cultural heritage monuments in the German state of Hesse,254,string
P297,ISO 3166-1 alpha-2,country code in two-letter format per ISO 3166-1,250,string
P298,ISO 3166-1 alpha-3,country code in three-letter format per ISO 3166-1,250,string
P299,ISO 3166-1 numeric,country code in numeric format per ISO 3166-1,250,string
P303,EE breed number,breed identification number per the EE list of the breeds of fancy pigeons (ELFP),250,string
P947,RSL identifier,identifier of the Russian State Library,239,string
P761,VISS ID,identifier in the Swedish National Water Information Database (VISS),236,string
P984,IOC country code,three-letter abbreviation country code by the International Olympic Committee,234,string
P1714,Journalisted ID,"Identifier on Journalisted, an independent, not-for-profit website (by Media Standards Trust) listing the published writing of journalists and politicians",231,string
P455,Emporis ID,identifier for a building in the Emporis database,231,string
P605,NUTS code,NUTS-Code of a region,227,string
P867,ROME Occupation Code (v3),"ROME Code for a given occupation in France (V3, 1 letter, 4 digits)",227,string
P839,IMSLP ID,title of page on the International Music Score Library Project,222,string
P613,OS grid reference,grid location reference from the Ordnance Survey National Grid reference system used in Great Britain,213,string
P1417,Encyclopædia Britannica Online ID,ID of an article in the online version of Encyclopædia Britannica,209,string
P1163,Internet media type,IANA-registered identifier for a file type,201,string
P724,Internet Archive ID,globally unique ID of a given item on archive.org,194,string
P687,BHL Page Id,identifier in the Biodiversity Heritage Library (BHL),192,string
P1280,CONOR identifier,ID in the CONOR.SI database,191,string
P267,ATC code,therapeutic chemical identification code per ATC,186,string
P1627,Ethnologue.com code,,185,string
P218,ISO 639-1 code,two-letter identifier for a language or family of languages defined in ISO 639-1 standard,185,string
P356,DOI,Digital Object Identifier,185,string
P496,ORCID,Open Research Contributor ID for a person,185,string
P1364,ITTF ID,ITTF table tennis player identifier,184,string
P951,NSZL identifier,authority file of the National Széchényi Library,181,string
P762,Czech cultural heritage ID ,identifier for cultural heritage properties in the Czech Republic,180,string
P498,ISO 4217 code,ISO 4217 code of currency,179,string
P898,IPA,spelling in the International Phonetic Alphabet,179,string
P1473,Nupill Literatura Digital - Author,author identifier from Nupill Literatura Digital,177,string
P1116,Kallikratis geographical code,identifier for administrative regions of Greece (starting 2010),176,string
P940,GHS precautionary statements,code referring to a phrase giving advice about the correct handling of chemical substances and mixtures,167,string
P988,Philippine Standard Geographic Code,systematic classification and coding of geographic areas of the Philippines.,164,string
P668,GeneReviews ID,collection of peer-reviewed articles that describe specific gene-releated diseases,157,string
P946,ISIN,International Securities Identification Number,157,string
P952,ISCO occupation code,International Standard Classification of Occupations code,157,string
P1733,Steam ID,"identification number for an application, in Steam",156,string
P1618,sport number,number worn on a player's uniform,154,string
P776,Swedish minor urban area code,urban area code for Sweden,154,string
P246,element symbol,chemical element symbol,153,string
P497,CBDB ID,ID of a person in the China Biographical Database,145,string
P838,BioLib ID,ID in the biological encyclopedia BioLib,138,string
P1292,DNB editions,ID in the German National Library catalogue (see also authority data P227),134,string
P481,Palissy identifier,identifier in the Palissy database of moveable objects of French cultural heritage,134,string
P728,GHS hazard statement,globally harmonized system of assessment and labeling of chemicals,132,string
P1529,Glad identifier,cultural property identifier per the Glad database of French cultural heritage,131,string
P829,OEIS ID,ID on the On-Line Encyclopedia of Integer Sequences,131,string
P883,FIPS 5-2 (code for US states),identifier for US states and other associated areas (numeric or alpha) per Federal Information Processing Standard FIPS 5-2,129,string
P465,sRGB color hex triplet,sRGB hex triplet format for subject color (e.g. 7FFFD4),128,string
P1266,AlloCiné person ID,,120,string
P648,Open Library identifier,"numeric identifier for works, editions and authors",120,string
P804,GNIS Antarctica ID,"identification code for geographic objects in Antarctica, used in the US Geological Survey's Geographic Names Information System. For U.S. IDs, use Property:P590",120,string
P1601,Esperantist ID,number in the address book of early Esperanto speakers by Zamenhof,119,string
P821,CGNDB Unique Identifier,identifier the geographical feature of the Geographical Names Board of Canada,115,string
P675,Google Books identifier,this identifier gives access to the books that Google has scanned,114,string
P917,GRAU index,index of Russian (and Soviet) weapons and rockets,111,string
P938,FishBase species identifier,,104,string
P1254,Slovenska biografija ID,"ID in the Slovenska biografija"" reference project""",103,string
P270,CALIS,authority control number per CALIS (China Academic Library & Information System),102,string
P503,ISO standard,number of the ISO standard which normalizes the object,101,string
P1276,Dictionnaire du Jura ID,identifier in the encyclopedia Dictionnaire du Jura,100,string
P1168,municipality code (Denmark),identifier for municipalities in Denmark,98,string
P698,PubMed ID,ID for journal articles/abstracts in PubMed,96,string
P827,BBC program identifier,identifier for the corresponding item on the BBC website and internal systems,93,string
P1584,Pleiades identifier,"Pleiades identifier for a place, hosted at pleiades.stoa.org",92,string
P1150,Regensburg Classification,identifier used for this class in the Regensburg Classification system,91,string
P1315,People Australia identifier,National Library of Australia party identifier (see also P409 for the older Libraries Australia identifier),90,string
P1694,Terminologia Histologica (TH),controlled vocabulary for use in cytology and histology,90,string
P278,GOST 7.75-97 code,language identification code according to GOST 7.75-97,88,string
P1190,Universal Decimal Classification,type of library classification,86,string
P506,ISO 15924,code for writing systems,81,string
P835,author citation (zoology),citation of those involved in the publication of a zoological name,75,string
P1600,code Inventari del Patrimoni Arquitectònic de Catalunya,architectural property identifier in Catalonia. max. 5-digit numeric,73,string
P1153,Scopus Author ID,unique author identifier assigned in Scopus bibliographic database,72,string
P1818,Kaiserhof ID,Identifier in the personnel database of the courtiers of the Austrian Habsburg imperial line and the branch lines,72,string
P1669,CONA  identifier,Cultural Objects Name Authority ID,70,string
P1256,Iconclass notation,"Iconclass code that corresponds with an artistic theme or concept. For artworks, use P1257 (depicts Iconclass notation).",69,string
P426,aircraft registration,registration identifier assigned to an individual aircraft,69,string
P1237,Box Office Mojo film ID,ID for a movie at the website Box Office Mojo,68,string
P808,code Bien de Interés Cultural,Spanish heritage register. Format is RI-XX-nnnnnnn-n?n?n?nnnn,62,string
P1293,Royal Aero Club Aviator's Certificate ID,,61,string
P1360,Monte Carlo Particle Number,number given to each elementary particle,61,string
P962,MycoBank taxon name identifier,MycoBank is a database that provides an authoritative and comprehensive list of names of fungi.,60,string
P249,ticker symbol,abbreviation used to uniquely identify publicly traded shares of a particular stock on a particular stock market,59,string
P587,MMSI,Maritime Mobile Service Identity of a ship station,58,string
P1551,Exceptional heritage of Wallonia identifier,"The unique identifier of the Patrimoine immobilier exceptionnel de la Région wallonne""""",57,string
P1241,Swiss Football Association Club Number,,56,string
P1394,Glottolog code,language code in the Glottolog database,56,string
P632,cultural properties of Belarus reference number,,56,string
P672,MeSH Code,Medical Subject Headings (MeSH) codes are an index and thesaurus for the life sciences (≠ MeSH ID),56,string
P1409,Cycling Archives Cyclist ID,ID in the Cycling Archives,50,string
P759,Alberta Register of Historic Places identifier,identification number of historic resources in the Alberta Register of Historic Places,50,string
P1329,phone number,property for phone number with String datatype until the URL datatype will support phone numbers (P1244),47,string
P1149,Library of Congress Classification,identifier used for this class in the Library of Congress Classification system,45,string
P1220,Internet Broadway Database person ID,ID for personnel on Broadway,45,string
P1331,PACE member ID,ID for a member of the Parliamentary Assembly of the Council of Europe,44,string
P1255,Helveticarchives ID,ID in the Swiss National Library's archive database,43,string
P1671,route number,,43,string
P1735,Comedien.ch identifier,Identifer in Comedien.ch database of actors and commedians,43,string
P591,EC number,Enzyme Commission number (≠ European Commission number P232),43,string
P892,Request for Comments identifier,"Request for Comments is a publication of IETF and the Internet Society (without RFC"" prefix)""",43,string
P847,United States Navy aircraft designation,aircraft identifier,42,string
P1236,Parsons code,Parsons code value for identifying music by melodic contours,41,string
P1585,Municipality code of Brazil,,41,string
P1807,Great Aragonese Encyclopedia ID,"identifier in the Spanish language, Aragon-themed, Great Aragonese Encyclopedia (GEA)",39,string
P732,BGS Lexicon ID,ID for stratigraphic unit given by the British Geological Survey,39,string
P965,burial plot reference,"string of references which identify a specific plot in a burial area, e.g. cemetery",39,string
P1217,Internet Broadway Database venue ID,ID for each theatre or other venue,38,string
P1395,National Cancer Institute ID,id at www.cancer.gov,38,string
P1396,Linguasphere code,language code from Linguasphere Observatory,38,string
P1626,Thai cultural heritage ID,identifier for cultural heritage properties in Thailand,38,string
P416,quantity symbol,symbol for a physical quantity,38,string
P1274,ISFDB title ID,ID for a title in the Internet Speculative Fiction Database,37,string
P1311,lostbridges.org ID,database of covered bridges in the United States and Canada,37,string
P897,United States Army and Air Force aircraft designation,aircraft identifier for US Army and Air Force aircraft until 1962,37,string
P836,GSS code (2011),"UK Government Statistical Service code, a fixed length code of nine characters (new codes introduced in 2011)",36,string
P1555,Executive Order number,number for an executive order of the US,35,string
P1814,name in kana,the reading of a Japanese name in kana,34,string
P845,Saskatchewan Register of Heritage Property identifier,identifier of the Saskatchewan Register of Heritage Property,34,string
P909,Nova Scotia Register of Historic Places identifier,The unique identifier of Nova Scotia Register of Historic Places,32,string
P464,NOR,ID for French official texts,31,string
P1385,Enciclopédia Açoriana ID,entry in an Azores-themed encyclopedia,30,string
P617,yard number,number of the ship assigned by its builder (shipyard),30,string
P1209,CN,"a number given by State Administration of Press, Publication, Radio, Film and Television of the People’s Republic of China, to identify newspaper and magazine in China",29,string
P1278,Legal Entity Identifier,string identifying a legally distinct entity per ISO 17442,29,string
P1662,DOI Prefix,"Unique identifier specific to a DOI registrant, AKA DOIP",29,string
P1746,ZooBank nomenclatural act,identifier for nomenclatural act at ZooBank,29,string
P1793,format as a regular expression,regex describing an identifier or a Wikidata property,29,string
P1799,Maltese Islands National Inventory of Cultural Property identifier,identifier in the National Inventory of Cultural Property of the Maltese Islands,29,string
P600,Wine AppDB-ID,Application-ID in the the AppDB of WineHQ,29,string
P1370,ihsi identifier,code for each of the Haitian administrative units,28,string
P1413,SFDb ID,"identifier in a swedish film database. Type (like PERSON/"" or ""MOVIE/"") followed by ID Nr""",28,string
P1481,vici.org ID,identifier on vici.org - archaeological atlas of antiquity,28,string
P1616,SIREN number,ID of an organization in the SIRENE register maintained by INSEE,28,string
P1651,YouTube video identifier,Identifier of a notable video on YouTube,28,string
P1794,bureau du patrimoine de Seine-Saint-Denis ID,identifer in the atlas-patrimoine93.fr website,28,string
P1257,depicts Iconclass notation,"Iconclass code depicted in an artwork. For linking Iconclass codes with their corresponding artistic themes or concepts, use P1256 (Iconclass notation).",27,string
P824,Meteoritical Bulletin Database ID,ID for meteorites in the database of the Meteoritical Society,27,string
P1755,Aviation Safety Network accident description ID,accident description ID per the Aviation Safety Network's database,26,string
P1824,road number,number assigned to a stretch of public roadway,26,string
P745,Low German Bibliography and Biography ID,,26,string
P1632,Hermann–Mauguin notation,Hermann–Mauguin notation of the mineral's symmetry element (short form),25,string
P1762,Hornbostel-Sachs classification,Hornbostel-Sachs classification of a musical instrument,25,string
P507,Swedish county code,"identifier for a county in Sweden länskod"" (two-digit)""",25,string
P1361,Anime News Network ID,,24,string
P1297,IRS Employer Identification Number,number given to businesses by the United States Internal Revenue Service,23,string
P1764,Flemish organization for Immovable Heritage relict ID,"relict"" identification code in the database of the Flemish organization for Immovable Heritage""",23,string
P701,Dodis,"identifier in the dodis database (Diplomatic Documents of Switzerland 1945-1969), see Q661051",23,string
P1281,WOEID,location ID on Yahoo! GeoPlanet and Flickr,22,string
P886,LIR,"identifier in the Lexicon istoric retic (LIR), Romansh variant of Historical Dictionary of Switzerland",22,string
P1232,Linguist list code,language code from Linguist list,21,string
P1617,BBC Things identifer,Identifier in the BBC Things database (see Q18336371),21,string
P1699,SkyscraperPage building id,ID of a building in the SkyscraperPage database,21,string
P1388,German regional key,,20,string
P1238,Swedish Football Association ID,database of Swedish soccer players,18,string
P1770,Romania LMI code,identifier in 'Liste de monumente istorice din România' (Romanian heritage sites),18,string
P731,Litholex ID,Lithostratigraphic database of Germany maintained by the BGR,18,string
P763,PEI Register of Historic Places identifier,"identifier of a historic place in Prince Edward Island, Canada",18,string
P933,heritagefoundation.ca ID,unique identifier of Heritage Foundation of Newfoundland and Labrador,18,string
P1218,Internet Broadway Database production ID,ID for a specific run of a show,17,string
P1223,NARA organization ID,,16,string
P1820,Open Food Facts food additive slug,represents a food additive on Open Food Facts,16,string
P1183,Gewässerkennzahl,a number to hydrographically order rivers and streams,14,string
P1251,ABS ASCL code,Australian Standard Classification of Languages ID for languages,14,string
P1252,AUSTLANG code,Australian Indigenous Languages Database language ID,14,string
P1404,World Glacier Inventory ID,identifier in the World Glacier Inventory database,14,string
P1693,Terminologia Embryologica (TE),standardized list of words used in the description of human embryologic and fetal structures,14,string
P370,Sandbox-String,"Sandbox property for value of type String""""",14,string
P656,RefSeq,qualifier to specify Reference Sequence identifier for the Protein and RNA (either p637 or p639),14,string
P844,UBIGEO code,coding system for geographical locations in Peru used by the National Statistics Institute,14,string
P1235,ISFDB series ID,"ID number of a series, periodical or franchise in the Internet Speculative Fiction Database",13,string
P696,Neurolex ID,ID in the Neurolex database,13,string
P1586,Catalan object of cultural interest ID,"identifier in the format: \d{1,4}-\p{2}",12,string
P1338,EPSG ID,European Petroleum Survey Group Geodesy ID for geodetic datum,11,string
P1392,ComicBookDB ID,identifier in a comic book database,11,string
P1545,series ordinal,"position of an item in its parent series, generally to be used as a qualifier",11,string
P718,Canmore ID,identifier in  the Royal Commission on the Ancient and Historical Monuments of Scotland's Canmore database,11,string
