propId , label , description , aliases ,  type , count
P135,movement,"literary, artistic or philosophical movement associated with this person or work","school, architectural style",wikibase-item,9713
P136,genre,genre of a creative work or genre in which an artist works,"music genre, film genre",wikibase-item,251784
P1363,points/goal scored by,person who scored a point or goal in a game,,wikibase-item,75
P1365,replaces,"Person, state or other item who was replaced in an office, position, etc.. Use P167 (structure replaced by) for structures. Use P155 (follows) if the previous item was not replaced and predecessor and successor are identical.","forefather, previous job holder, replaced, preceded by, succeeds, after, predecessor",wikibase-item,636
P1366,succeeded by,"Person or state or item who replaces another in an office, position, etc. Use P156 (followed by) if the item is not replaced, e.g. books in a series","heir, next job holder, successor, after, replaced by",wikibase-item,930
P137,operator,"organization that operates the service, facility, ship, aircraft, missile","service operator, facility operator, operated by, managed by, user, administrator",wikibase-item,36949
P1372,binding of software library,software library in another programming language provided by the subject software binding,,wikibase-item,4
P1376,capital of,"country, state, department, canton or other administrative division of which the municipality is the governmental seat","county seat of, county seat for",wikibase-item,187
P138,named after,"entity or event that inspired the subject's name, or namesake (in at least one language)","eponym, named for, namesake, etymology",wikibase-item,38419
P1382,coincident with,"an object that is partially part of, but not fully part of (P361), the subject","partially overlaps, partial concurrency, concurrent with, partially in, concurrency",wikibase-item,572
P1383,contains settlement,settlement which an administrative division contains,,wikibase-item,19189
P1387,political alignment,political position within the political spectrum,political position,wikibase-item,48
P1389,product certification,"certification for a product, qualify with P1001 (""applies to jurisdiction"") if needed",,wikibase-item,2536
P1393,proxy,person authorized to act for another,,wikibase-item,10
P1398,replaced by structure,building/structure which replaced the subject building or structure at the same location,replacement building,wikibase-item,11
P1399,convicted of,crime a person was convicted of,,wikibase-item,2440
P140,religion,religion of a person or organization (MUST be claimed by the subject or documented by historical sources),"faith, religious affiliation, denomination, life stance",wikibase-item,28815
P1403,original combination,for animals: the combination (binomen or trinomen) where the species-group name used in this taxon name was first published,,wikibase-item,246
P1406,script directionality,direction that a writing system goes in,,wikibase-item,8
P1408,licensed to broadcast to,place that a radio/TV station is licensed/required to broadcast to,"city of license, community of license",wikibase-item,27
P141,IUCN conservation status,conservation status assigned by the International Union for Conservation of Nature,,wikibase-item,73328
P1411,nominated for,"award nomination received by a person, organisation or creative work (inspired from ""award received"" (Property:P166))","nominee for, nomination received",wikibase-item,1438
P1412,languages spoken or published,language(s) that a person speaks or writes. Can include native languages,"languages spoken, language spoken, language of expression, languages of expression",wikibase-item,61028
P1414,GUI toolkit or framework,framework or toolkit a program uses to display the graphical user interface,,wikibase-item,127
P1416,affiliation,organization that a person is affiliated with,,wikibase-item,68
P1419,shape,geometric shape of an object,,wikibase-item,118
P1420,taxon synonym,synonym(s) of the taxon name,,wikibase-item,231
P1423,template's main topic,primary topic of the subject template or infobox,infobox's main topic,wikibase-item,157
P1424,topic's main template,primary infobox or navigational template of this subject,topic's main infobox,wikibase-item,100
P1425,ecoregion (WWF),ecoregion of the item (choose from WWF's list),,wikibase-item,1
P1427,journey origin,"starting place of this journey, flight, voyage, trek, etc. (excl. spaceflight launch)","flight origin, start location",wikibase-item,121
P1429,pet,pet that a person owns,,wikibase-item,16
P143,imported from,source of this claim's value (use only in References section),,wikibase-item,765
P1431,executive producer,executive producer of a movie or TV show,,wikibase-item,158
P1432,b-side,song/track which is the b-side of this single,,wikibase-item,2
P1433,published in,larger work that a given work was published in,work,wikibase-item,5722
P1434,describes the fictional universe,"the subject is a work describing a fictional universe, ie where the plot occurs in this universe.","describes fictional universe, fictional universe",wikibase-item,441
P1435,heritage status,the heritage status of a historical site,"designation, listing, listed status, protected status, protection, legal protection, heritage designation",wikibase-item,168464
P144,based on,the work(s) used as basis for subject,"copie of, fork of, derived from, extended from",wikibase-item,7815
P1441,present in work,work in which this fictional entity (Q14897293) is present. See also P:1080 for in-universe information,"from work, from narrative, featured in work",wikibase-item,5766
P1444,journey destination,"intended destination for this journey, flight, sailing, exploration, etc.",destination,wikibase-item,107
P1445,fictional universe described in,"to link a fictional universe with a work that describes it: <universe> ""described in the work:"" <work>",,wikibase-item,93
P1454,legal form,legal form of an organization,business entity,wikibase-item,405
P1455,list of works,link to the article with the works of a person,bibliography,wikibase-item,42
P1456,list of monuments,link to the list of heritage monuments in the place/area,,wikibase-item,4212
P1462,standards body,body or organisation responsible for publication and maintenance of standard,"standards organisation, standards setting organization, standards setting organisation, standards developing organization, standards developing organisation",wikibase-item,221
P1464,category for people born here,category item that groups people born in this place,,wikibase-item,16324
P1465,category for people who died here,category item for people who died in this location,,wikibase-item,8119
P1478,has immediate cause,"nearest, proximate thing that directly resulted in this outcome or effect. Used in conjunction with 'has cause' (i.e. underlying cause) and 'has contributing factor'. See 'Help:Modeling causes'.","has immediate causes, immediate cause, immediate effect of, immediate result of, immediate outcome of, has proximate cause",wikibase-item,39
P1479,has contributing factor,"thing that significantly influenced, but did not directly cause, this outcome or effect.  Used in conjunction with 'has cause' and 'has immediate cause'.  See 'Help:Modeling causes'.","has contributing factors, contributing factor, significant contributing factor",wikibase-item,24
P149,architectural style,architectural style of a structure or architect,,wikibase-item,17753
P150,contains administrative territorial entity,(list of) direct subdivisions of an administrative entity,"contains, consists of, divides into, divided into, composed of, has towns, has shires, has cities, has rural cities, has municipalities, has wards, has local government areas, has districts, has boroughs, has administrative division, comprises, subdivided into, has counties",wikibase-item,860305
P1531,parents of hybrids,,,wikibase-item,8
P1532,country for sport,country a person represents when playing a sport,sports nationality,wikibase-item,18
P1533,family name identical to this first name,last name that is the same as a given first name. Use on items for given names.,"related surname, related family name",wikibase-item,501
P1534,end cause,qualifier for the end date property (P582),,wikibase-item,3
P1535,used by,"person or organization that uses a given object, for buildings use P466",,wikibase-item,34
P1536,immediate cause of,immediate cause of this effect,,wikibase-item,1
P1537,contributing factor of,"thing that is significantly influenced by this cause, but does not directly result from it.  See 'Help:Modeling causes' for examples and discussion.",,wikibase-item,3
P1542,cause of,effect of this cause; inverse of has cause (P828). See 'Help:Modeling causes' for examples and discussion.,"has effect, effect, has result, result, has outcome, outcome, has symptom, symptom, consequence",wikibase-item,34
P1546,motto,description of the motto of the subject,,wikibase-item,11
P1547,depends on,subject software depends on object software,dependency,wikibase-item,4
P155,follows,"The immediately prior item in some series of which the subject is part. Use P1365 (replaces) if the preceding item was replaced, e.g. political offices, states and there is no identity between precedent and following geographic unit","succeeds to, previous is, before was, predecessor, preceded by, prequel",wikibase-item,199210
P1552,has quality,the entity has an inherent or distinguishing non-material characteristic that cannot be migrated,"trait, inherent property, attribute, aspect",wikibase-item,55
P1557,manifestation of,this is the physical embodiment of a given concept,,wikibase-item,14
P1558,tempo marking,indication about the speed or pace of a given musical piece,,wikibase-item,17
P156,followed by,"The immediately following item in some series of which the subject is part. Use P1366 (succeeded by) if the item is replaced, e.g. political offices, states","sequel, successor, succeded by, next is",wikibase-item,198917
P1560,given name version for other gender,"equivalent name (with respect to the meaning of the name) in the same language: female version of a male first name, male version of a female first name. Add primarily the closest matching one",,wikibase-item,264
P1568,domain,subset of the input set of a function for which every value has an image,,wikibase-item,5
P157,killed by,person who killed the subject,"killer, assassin, murderer, murdered by, executioner, assassinated by, slain by, mortally wounded by, executed by, slaughtered by",wikibase-item,329
P1571,codomain,codomain of a function,,wikibase-item,7
P1574,exemplar of,"property for manuscripts, autographs, incunabula, distinct printed copies",,wikibase-item,76
P1576,lifestyle,"typical way of life of an individual, group, or culture",,wikibase-item,580
P1582,natural product of taxon,"links a natural product with its source (animal, plant, fungal, algal, etc)",,wikibase-item,75
P1589,deepest point,"point with lowest elevation in the country, region, city or area",lowest point,wikibase-item,2
P159,headquarters location,specific location where an organization's HQ is or has been situated,"head office location, HQ, garrison, admin HQ",wikibase-item,15039
P1591,defendant,"person or organization accused, at a trial",,wikibase-item,4
P1592,prosecutor,"person representing the prosecuting authority, at a trial",,wikibase-item,4
P1593,defender,"Person representing the defendant, at a trial",,wikibase-item,1
P1594,judge,"Judge, magistrate or equivalent, presiding at a trial",,wikibase-item,1
P1595,charge,"offence with which someone is charged, at a trial",,wikibase-item,4
P1596,penalty,"penalty passed, at a trial",,wikibase-item,3
P1597,Slovene Cultural Heritage designation,type of cultural heritage as designated by the Slovene Cultural Heritage Registry (RKD),,wikibase-item,1454
P1598,consecrator,bishop who presided as consecrator or co-consecrator of this bishop,consecrated by,wikibase-item,84
P16,highway system,system of which the highway is a part,,wikibase-item,18856
P1604,biosafety level,level of the biocontainment precautions required to isolate dangerous biological agents,,wikibase-item,1
P1605,has natural reservoir,host species for the pathogen in which it is endemic,natural reservoir,wikibase-item,2
P1606,natural reservoir of,pathogen of which this species is a long-term host,,wikibase-item,1
P161,cast member,"production's cast members; to add the roles, use ""character role"" (P453) as qualifier","film starring, actor, actress, starring",wikibase-item,572590
P1611,NATO code for grade,NATO Code for Grades of Military Personnel,,wikibase-item,27
P162,producer,"producer(s) of this film or music work (film: not executive producers, associate producers, etc.)",record producer,wikibase-item,43630
P1620,plaintiff,the party who initiates a lawsuit,"claimant, pursuer",wikibase-item,4
P1622,drives on the,the direction that cars drive in a given country,,wikibase-item,7
P1625,has melody,this work has the melody of the following work,"to the tune of, TTTO",wikibase-item,1
P1629,subject item of this property,item corresponding exactly to the concept represented by the property (use in statements on properties),"item, represents, subject item",wikibase-item,415
P163,flag,subject's flag,,wikibase-item,1885
P1637,undercarriage,type of aircraft landing gear the item is equipped with,"landing gear, aircraft landing gear, aircraft undercarriage",wikibase-item,81
P1639,pendant of,"other work in a pair of opposing artworks, such as wedding portraits, commissioned together, but not always",pendant to,wikibase-item,161
P1640,curator,content specialist responsible for this collection,"has curator, keeper",wikibase-item,1
P1652,referee,referee or umpire of a match,umpire,wikibase-item,8
P1654,wing configuration,configuration of wing(s) used by an aircraft,,wikibase-item,509
P1656,unveiled by,"person who unveils a statue, sculpture, memorial or plaque, etc.",,wikibase-item,2
P1657,MPAA film rating,US film-rating system,,wikibase-item,11
P166,award received,"award or recognition received by a person, organisation or creative work","prize received, awards, honorary title, recognition title, award, honours, honors, medals",wikibase-item,282664
P1660,has index case,"primary case, patient zero: initial patient in the population of an epidemiological investigation",,wikibase-item,1
P167,structure replaced by,"the item which replaced this building or structure, at the same geographic location",replaced by,wikibase-item,57
P1672,this taxon is source of,"links a taxon to natural products it produces. Note that it does not say ""this taxon is the source of"" or ""this taxon is a source of"" as this may vary. Some products may be yielded by more than one taxon.",,wikibase-item,72
P1677,index case of,"primary case, patient zero: initial patient in the population of an epidemiological investigation",,wikibase-item,1
P1678,has vertex figure,the figure exposed when a corner of a polytope is sliced off,,wikibase-item,3
P169,chief executive officer,highest-ranking corporate officer appointed as the CEO within an organization,"CEO, chief executive, ceo",wikibase-item,338
P17,country,sovereign state of this item,"sovereign state, nation",wikibase-item,3064161
P170,creator,maker of a creative work or other object (where no more specific property exists),"artist (non-musical), created by, painter, sculptor, inventor",wikibase-item,37502
P1703,pollination,process that moves pollen from the male anthers of a flower to the female stigma of a flower to accomplish fertilization,pollination by,wikibase-item,2
P1704,pollenizer,source of pollen for an animal,,wikibase-item,1
P171,parent taxon,closest parent taxon of the taxon in question,"next higher taxon, taxon parent",wikibase-item,1859849
P1716,brand,brand of a product,,wikibase-item,149
P172,ethnic group,"subject's ethnicity (consensus is that a VERY high standard of proof is needed for this field to be used. In general this means 1) the subject claims it him/herself, or 2) it is widely agreed on by scholars, or 3) is fictional and portrayed as such).",ethnicity,wikibase-item,9757
P1731,Fach,describes the special ablilites of an operatic singers voice,,wikibase-item,214
P1740,category for films shot at this location,the object is a category for films shot at/in the subject,"cat films shot, cfsi, cff",wikibase-item,1188
P175,performer,"musician, music group, or other performer associated with this work, actor portraying a character","band, musician, music group, musical artist, group, singer",wikibase-item,142689
P1750,name day,"day of the year associated with a first/given name. A qualifier should be used to identify the calendar that is being used. Distinguish from ""feast day"" (P:P841)",,wikibase-item,1363
P1753,list related to category,Wikimedia list equivalent to a Wikimedia category,,wikibase-item,164
P1754,category related to list,Wikimedia category equivalent to a Wikimedia list,,wikibase-item,163
P176,manufacturer,main manufacturer of this product (excluding sub-contracted manufacturers),"manufactured by, maker, mfr, built by, builder, made by",wikibase-item,20769
P177,crosses,"obstacle (body of water, road, ...) which this bridge crosses over or this tunnel goes under","bridge over, tunnel under",wikibase-item,3109
P1773,attributed to,uncertain but likely creator of an artwork,,wikibase-item,1
P1774,workshop of,artist whose work group are the likely creator of an artwork,,wikibase-item,1
P178,developer,organisation or person that developed this item,developed by,wikibase-item,15908
P1789,chief operating officer,the chief operating officer of an organization,,wikibase-item,4
P179,series,"the subject is part of a series, whose sum constitutes the object",,wikibase-item,31754
P1791,category of people buried here,Wikipedia category for people with a burial site within this area,,wikibase-item,202
P1792,category of associated people,Wikipedia category for people associated with this place,,wikibase-item,5812
P180,depicts,depicted entity (see also P921: subject heading),"depiction of, painting of, motif, portrait of, landscape of",wikibase-item,52289
P1809,choreographer,person(s) who did the choreography,,wikibase-item,5
P1811,list of episodes,link to the article with the list of episodes for this series,,wikibase-item,9
P1817,addressee,person or organization to whom a letter or note is addressed,,wikibase-item,11
P183,endemic to,sole location or habitat type where the taxon lives,endemism,wikibase-item,616
P1830,owner of,entities owned by the subject,,wikibase-item,2
P184,doctoral advisor,person who supervised the doctorate or PhD thesis of the subject,,wikibase-item,632
P185,doctoral student,doctoral student(s) of a professor,,wikibase-item,249
P186,material used,material the subject is made of,"medium, made from, constructed from, constructed out of, construction material, media, built from, built out of, manufactured from, manufactured out of, crafted from, crafted out of, formed from, formed out of, ingredients, made of",wikibase-item,44497
P189,location of discovery,where the item was located when discovered,"findspot, location of discovered object, discovery place, place of discovery",wikibase-item,306
P19,place of birth,"the most specific known (e.g. city instead of country, or hospital instead of city)","birthplace, born in, POB, birth place, location born, born at, birth location, location of birth",wikibase-item,737895
P190,sister city,"twin towns, sister cities, twinned municipalities and other localities","twin town, sister cities, sister town, twin cities, twin towns, sister towns, twin city",wikibase-item,38470
P193,main building contractor,the main organization responsible for construction of this structure or building,"building contractor, built by, constructed by, builder",wikibase-item,358
P194,legislative body,"legislative body governing this entity; political institution with elected representatives, such as a parliament/legislature or council","representative body, parliament, council, assembly, diet, legislature, rural council, district council, municipal council, aboriginal council, indigenous council, city council",wikibase-item,807
P195,collection,"art, museum or bibliographic collection the subject is part of","art collection, museum collection",wikibase-item,40197
P196,minor planet group,is in grouping of minor planets according to similar orbital characteristics,asteroid group,wikibase-item,50391
P197,adjacent station,"the stations next to this station, sharing the same line(s)","next station, previous station, next stop, neighbouring station",wikibase-item,25025
P199,business division,divisions of this organization,divisions,wikibase-item,467
P20,place of death,"the most specific known (e.g. city instead of country, or hospital instead of city)","deathplace, died in, death place, POD, location of death, death location",wikibase-item,339545
P200,lake inflows,"major inflow sources — rivers, aquifers, glacial runoff, etc. Some terms may not be place names, e.g. none","inflow, inflows, lake inflow",wikibase-item,436
P201,lake outflow,"rivers and other outflows waterway names. If evaporation or seepage are notable outflows, they may be included. Some terms may not be place names, e.g. evaporation","outflows, outflow",wikibase-item,353
P205,basin country,countries that have drainage to/from or border the lake,basin countries,wikibase-item,161
P206,located next to body of water,lake or river,"on lake, next to lake, located on body of water, On river, on bay, on harbour, on shore of",wikibase-item,1066
P208,executive body,branch of government for the daily administration of the state,executive branch,wikibase-item,71
P209,highest judicial authority,"supreme judicial body within a country, administrative division, or other organization",,wikibase-item,60
P21,sex or gender,"Sexual identity of  subject. Main: male (Q6581097), female (Q6581072), transgender female (Q1052281),  transgender male (Q2449503). For animals, use male animal (Q44148), female animal (Q43445). For groups of  same gender, use ""subclass of"" (P279)","gender identity, gender expression, gender, biological sex, man, woman, male, female, intersex, sex",wikibase-item,2611401
P210,party chief representative,chief representative of a party in an institution or an administrative unit (use qualifier to identify the party),"party chief, communist party chief, party secretary, Communist Party Secretary",wikibase-item,28
P22,father,male parent,"dad, son of, has father, daughter of, child of",wikibase-item,43525
P237,coat of arms,subject's coat of arms,,wikibase-item,1677
P241,military branch,"the branch to which this military unit, award, or person belongs, e.g. Royal Navy","branch, formation, service branch",wikibase-item,27526
P248,stated in,"to be used in the source field, to indicate where a claim is made",source,wikibase-item,62
P25,mother,female parent,"mum, mom, mam, has mother, son of, daughter of, child of",wikibase-item,16945
P26,spouse,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""cohabitant"" for non-married companions","husband, wife, married to, consort, partner",wikibase-item,31651
P263,official residence,the residence at which heads of government and other senior figures officially reside,,wikibase-item,305
P264,record label,brand and trademark associated with the marketing of subject music recordings and music videos,label,wikibase-item,110151
P27,country of citizenship,the object is a country that recognizes the subject as its citizen,"citizenship, nationality, citizen of",wikibase-item,1463056
P272,production company,"company that produced this film, audio or performing arts work","film studio, studio, motion picture studio, movie studio, production house, theatre company, theater company, theatrical troupe, ballet company, broadcasting company",wikibase-item,27287
P275,license,license under which this copyrighted work is released,licence,wikibase-item,3324
P276,location,"location the item, physical object or event is within.  In case of an administrative entity use P131. In case of a distinct terrain feature use P706.","moveable object location, located in, event location, venue, is in, location of item",wikibase-item,217406
P277,programming language,the programming language(s) in which the software is developed,,wikibase-item,1241
P279,subclass of,all of these items are instances of those items; this item is a class of that item,"rdfs:subClassOf, hyponym of, is a, type of, is a type of, generalized by, generalization, superclass",wikibase-item,215089
P282,writing system,"alphabet, character set or other system of writing used by subject language",alphabet,wikibase-item,891
P286,team manager,"on-field manager or head coach of this sports club (not to be confused with a general manager, which is not a coaching position)","manager, club manager, head coach, senior coach",wikibase-item,2435
P287,designer,designer of this item,designed by,wikibase-item,4187
P289,ship class,ship classification (e.g. Nelson-class battleship),,wikibase-item,5175
P291,place of publication,geographical place of publication of the edition (use 1st edition when referring to works),"release region, publication region, published in",wikibase-item,1198
P30,continent,"continent of which the subject is a part. Use for countries, locations in Antarctica, and items located in countries that belong to more than one continent, e.g. Russian cities.",,wikibase-item,21610
P301,category's main topic,primary topic of the subject category,"main article in category, main category topic, topic, main topic of category, category's main article, main article",wikibase-item,363188
P306,operating system,operating system (OS) on which a software works; OS installed on hardware,OS,wikibase-item,1407
P31,instance of,this item is a specific example and a member of that class,"is a, is an, rdf:type",wikibase-item,13324704
P344,director of photography,"person responsible for the framing, lighting and filtration of the subject work",cinematographer,wikibase-item,27484
P35,head of state,official with the highest formal authority in a country,"chief of state, president",wikibase-item,703
P355,subsidiaries,"subsidiary of a company or organization, opposite of parent company (P749)","subsidiary company, Parent company of, subsidiary entities",wikibase-item,703
P358,discography,link to discography in artist or band page,discography link,wikibase-item,3223
P36,capital,"location (city, municipality) of governmental seat of the country, or administrative territorial entity","capital city, capital town, chef-lieu, principal place, county seat, administrative centre",wikibase-item,16205
P360,is a list of,this is a list of the following items,"main topic of list, list of, main article of list",wikibase-item,118773
P361,part of,subject is a part of that object,"meronym of, section of, system of, subsystem of, subassembly of, merged into, contained within, assembly of, within a set",wikibase-item,106394
P364,original language of work,language in which a work was originally created,"language, original language, language of the original work",wikibase-item,130903
P366,use,main use of the subject (includes current and former usage),"function, role, mission, purpose",wikibase-item,5015
P37,official language,language designated as official by this item,language,wikibase-item,2973
P371,presenter,someone who takes a main role in presenting a radio or television program,host,wikibase-item,1312
P375,space launch vehicle,rocket or other vehicle for launching subject payload into space,"carrier rocket, launch vehicle",wikibase-item,5276
P376,located on astronomical body,astronomical body on which features or places are situated,,wikibase-item,3029
P38,currency,currency used by item,base currency,wikibase-item,980
P39,position held,subject currently or formerly holds the object position or public office,"political office held, political seat, public office, office held, position occupied",wikibase-item,229555
P397,astronomical body,major astronomical body the item belongs to,parent body,wikibase-item,963
P398,child astronomical body,the minor body that belongs to the item,child body,wikibase-item,727
P399,companion of,two or more astronomic bodies of the same type relating to each other,,wikibase-item,32
P40,child,the subject has the object as their biological and/ or legal child,"son, daughter, kid, is parent of, has child, children, father of, mother of, parent of, is father of, is mother of",wikibase-item,60309
P400,platform,platform for which a work has been developed or released / specific platform version of a software developed,"platforms, computing platform, game platform",wikibase-item,36422
P403,mouth of the watercourse,the body of water to which the watercourse drains,"watercourse outflow, watercourse drain, tributary of, outflow, drain",wikibase-item,25680
P404,game mode,available playing mode(s) in a video game,"mode, gameplay",wikibase-item,22916
P406,soundtrack album,album that incorporates music directly recorded from the soundtrack of a film or video game,,wikibase-item,141
P407,language of work,for works (for original language use P364 and for persons P103 and P1412),language,wikibase-item,186032
P408,software engine,software engine employed by the subject item,"game engine, engine",wikibase-item,2318
P410,military rank,"military rank achieved by a person (should usually have a ""start date"" qualifier)",rank,wikibase-item,6273
P411,canonization status,stage in the process of attaining sainthood per the subject's religious organization.,sainthood status,wikibase-item,3624
P412,voice type,"person's voice type. expected values: soprano, mezzo-soprano, contralto, countertenor, tenor, baritone, bass (and derivatives)",,wikibase-item,8890
P413,position played on team,"position the player plays, e.g. Small Forward","player position, fielding position",wikibase-item,13084
P414,stock exchange,exchange on which this company is traded,,wikibase-item,3436
P415,radio format,describes the overall content broadcast on a radio station,,wikibase-item,9
P417,patron saint,patron saint adopted by the subject,,wikibase-item,1363
P418,seal description,description of a subject's seal,,wikibase-item,16
P421,located in time zone,time zone for this item,"timezone, tz, time zone",wikibase-item,39556
P423,shooting handedness,"whether the hockey, football, handball or tennis player etc. passes oŗ shoots left- or right-handed",,wikibase-item,8
P425,field of this profession,activity corresponding to this occupation,"profession's field, activity corresponding to this occupation",wikibase-item,1252
P427,taxonomic type,"the type genus of this family (or subfamily, etc), or the type species of this genus (or subgenus, etc)","type species, type genus",wikibase-item,527
P43,stepfather,"husband of the subject's mother, who is not the subject's biological father","step father, step-father",wikibase-item,73
P437,distribution,method (or type) of distribution for the subject,media,wikibase-item,10506
P44,stepmother,"wife of the subject's father, who is not the subject's biological mother",step-mother,wikibase-item,36
P447,score by,issuer of a review score,"reviewer, score issuer, publication, scorer, by",wikibase-item,2
P448,location of spacecraft launch,site or launch pad from where the spacecraft was launched,launch site,wikibase-item,5390
P449,original network,network(s) the radio or television show was originally aired on. This does not include later re-runs or additional syndication.,"original channel, channel, TV channel, radio network, network, television channel, radio station",wikibase-item,8998
